,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
622,08/02/2021,45043,31,Georgetown County,SC,41.7,26119,26092,46.9,25452,49.5,12376,69.0,93.6,30640.0,48.9,30599.0,55.0,29739.0,57.8,13803.0,76.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
623,08/02/2021,47007,31,Bledsoe County,TN,24.8,3734,3734,27.2,3682,28.6,1593,56.1,97.8,4327.0,28.7,4325.0,31.6,4251.0,33.0,1775.0,62.5,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
624,08/02/2021,20177,31,Shawnee County,KS,46.9,83010,83010,55.3,79165,58.3,27567,82.7,93.4,92958.0,52.6,92955.0,62.0,87519.0,64.5,28912.0,86.8,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
625,08/02/2021,47037,31,Davidson County,TN,48.6,337623,337611,56.9,325270,59.0,69398,79.7,97.8,378620.0,54.5,378585.0,63.8,361718.0,65.6,75047.0,86.2,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
626,08/02/2021,46129,31,Walworth County,SD,27.9,1517,1517,33.1,1493,35.8,663,50.2,83.4,,0.0,,0.0,,0.0,,0.0,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
627,08/02/2021,02122,31,Kenai Peninsula Borough,AK,37.3,21871,21838,43.7,21070,46.3,7466,69.3,96.9,23904.0,40.7,23840.0,47.7,22890.0,50.3,7857.0,72.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
628,08/02/2021,08103,31,Rio Blanco County,CO,17.1,1083,1082,20.3,1036,21.7,311,30.1,76.6,,0.0,,0.0,,0.0,,0.0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
629,08/02/2021,39007,31,Ashtabula County,OH,40.4,39276,39276,47.0,37866,49.9,14393,75.4,97.6,39758.0,40.9,,0.0,,0.0,,0.0,High,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
630,08/02/2021,50021,31,Rutland County,VT,58.7,34169,34167,66.1,32542,67.8,11348,85.8,73.8,38206.0,65.7,38193.0,73.9,36283.0,75.6,12282.0,92.8,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
631,08/02/2021,38085,31,Sioux County,ND,27.8,1177,1177,36.7,1111,40.9,250,69.6,95.1,1486.0,35.1,1486.0,46.4,1340.0,49.3,278.0,77.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
632,08/02/2021,06045,31,Mendocino County,CA,51.7,44880,44764,60.0,42606,62.3,15103,75.4,97.3,51618.0,59.5,51460.0,69.0,48834.0,71.4,16951.0,84.6,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
633,08/02/2021,32001,31,Churchill County,NV,34.9,8685,8685,41.4,8415,43.8,3354,70.5,94.8,10122.0,40.6,10121.0,48.2,9738.0,50.7,3730.0,78.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
634,08/02/2021,13309,31,Wheeler County,GA,4.9,381,381,5.5,377,5.8,118,10.2,54.1,450.0,5.7,450.0,6.4,438.0,6.7,126.0,10.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
635,08/02/2021,20117,31,Marshall County,KS,50.2,4872,4872,59.8,4732,64.3,1916,89.2,93.4,5279.0,54.4,5279.0,64.8,5072.0,68.9,2005.0,93.3,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
636,08/02/2021,21069,31,Fleming County,KY,36.2,5279,5279,43.0,5100,46.3,2011,76.6,93.4,5817.0,39.9,5815.0,47.4,5579.0,50.6,2121.0,80.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
637,08/02/2021,29189,31,St. Louis County,MO,48.8,485131,485121,57.0,455637,58.7,146581,79.5,90.8,564117.0,56.7,564068.0,66.2,524371.0,67.5,159950.0,86.8,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
638,08/02/2021,20205,31,Wilson County,KS,33.6,2867,2867,39.9,2826,43.6,1272,67.7,93.4,3035.0,35.6,3035.0,42.2,2974.0,45.9,1284.0,68.4,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
639,08/02/2021,37069,31,Franklin County,NC,36.1,25164,25147,41.9,23985,44.0,8060,67.5,96.3,30858.0,44.3,30822.0,51.4,29204.0,53.6,9385.0,78.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
640,08/02/2021,13251,31,Screven County,GA,26.3,3674,3674,30.7,3612,32.8,1619,59.3,54.1,4189.0,30.0,4189.0,35.0,4045.0,36.7,1708.0,62.6,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
641,08/02/2021,31103,31,Keya Paha County,NE,23.4,189,189,26.2,187,28.4,104,39.5,88.7,,0.0,,0.0,,0.0,,0.0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
642,08/02/2021,46065,31,Hughes County,SD,45.1,7904,7904,54.1,7532,56.7,2021,64.0,83.4,,0.0,,0.0,,0.0,,0.0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
643,08/02/2021,18141,31,St. Joseph County,IN,48.6,132046,132044,57.5,125799,60.4,36075,82.1,98.6,140183.0,51.6,140177.0,61.0,132726.0,63.7,37171.0,84.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
644,08/02/2021,48045,31,Briscoe County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low-Mod,,,,
645,08/02/2021,19015,31,Boone County,IA,52.7,13814,13814,60.7,13065,63.1,4526,90.8,97.4,14687.0,56.0,14687.0,64.5,13785.0,66.6,4649.0,93.2,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
646,08/02/2021,48131,31,Duval County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
647,08/02/2021,21085,31,Grayson County,KY,36.3,9581,9581,42.7,9291,45.8,3675,76.9,93.4,10954.0,41.5,10954.0,48.8,10509.0,51.8,4040.0,84.5,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
648,08/02/2021,21203,31,Rockcastle County,KY,28.2,4702,4702,32.5,4614,35.1,1732,55.3,93.4,5195.0,31.1,5195.0,35.9,5067.0,38.5,1829.0,58.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
649,08/02/2021,55045,31,Green County,WI,52.9,19560,19560,61.3,18521,64.3,6233,87.6,97.0,20567.0,55.6,20566.0,64.5,19289.0,67.0,6375.0,89.6,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
650,08/02/2021,29510,31,St. Louis city,MO,41.5,124806,124804,47.9,119790,49.0,26332,61.2,90.8,151615.0,50.4,151597.0,58.2,144326.0,59.1,30321.0,70.5,High,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
651,08/02/2021,17185,31,Wabash County,IL,36.6,4218,4216,42.8,4134,46.1,1781,72.3,97.7,4837.0,42.0,4834.0,49.1,4713.0,52.5,2002.0,81.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
652,08/02/2021,05057,31,Hempstead County,AR,20.0,4299,4298,24.1,4269,26.7,1568,39.4,89.3,5631.0,26.2,5629.0,31.6,5521.0,34.5,1930.0,48.5,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
653,08/02/2021,12086,31,Miami-Dade County,FL,61.4,1668972,1668404,71.0,1604187,74.0,379448,83.8,98.6,2042988.0,75.2,2041896.0,86.9,1936419.0,89.3,451949.0,99.9,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
654,08/02/2021,45035,31,Dorchester County,SC,37.5,61050,60938,44.3,57815,46.8,18612,78.7,93.6,71115.0,43.7,70937.0,51.6,66753.0,54.1,20284.0,85.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
655,08/02/2021,12055,31,Highlands County,FL,38.1,40466,40465,42.8,39904,45.2,24259,63.4,98.6,52302.0,49.2,52294.0,55.3,51421.0,58.2,31151.0,81.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
656,08/02/2021,28133,31,Sunflower County,MS,37.2,9338,9338,43.3,9216,46.9,2768,76.7,98.3,10624.0,42.3,10624.0,49.2,10364.0,52.7,2970.0,82.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
657,08/02/2021,37055,31,Dare County,NC,59.3,21940,21925,67.0,21203,70.5,8503,99.9,96.3,24905.0,67.3,24883.0,76.0,23898.0,79.4,8983.0,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
658,08/02/2021,48395,31,Robertson County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
659,08/02/2021,21201,31,Robertson County,KY,30.5,643,643,35.3,622,37.1,244,52.7,93.4,676.0,32.1,676.0,37.1,647.0,38.6,253.0,54.6,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
660,08/02/2021,45007,31,Anderson County,SC,30.0,60711,60653,35.1,58882,37.6,24131,65.0,93.6,67616.0,33.4,67509.0,39.1,65213.0,41.6,25762.0,69.4,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
661,08/02/2021,22069,31,Natchitoches Parish,LA,28.4,10844,10844,33.5,10631,36.2,4181,64.0,96.0,12503.0,32.8,12503.0,38.7,12150.0,41.4,4459.0,68.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
662,08/02/2021,36101,31,Steuben County,NY,47.5,45350,45350,55.1,43371,57.7,14630,76.2,97.5,48709.0,51.1,48706.0,59.2,46412.0,61.8,15577.0,81.1,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
663,08/02/2021,21097,31,Harrison County,KY,37.5,7079,7079,43.9,6869,47.0,2573,75.5,93.4,7900.0,41.8,7900.0,49.0,7604.0,52.1,2738.0,80.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
664,08/02/2021,31143,31,Polk County,NE,31.3,1634,1634,36.4,1618,40.0,734,59.6,88.7,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
665,08/02/2021,51735,31,Poquoson city,VA,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,,,,
666,08/02/2021,06043,31,Mariposa County,CA,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mod-High,,,,
667,08/02/2021,17069,31,Hardin County,IL,30.4,1163,1163,34.1,1151,36.5,625,61.2,97.7,1403.0,36.7,1402.0,41.1,1373.0,43.6,720.0,70.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
668,08/02/2021,13143,31,Haralson County,GA,9.0,2694,2694,10.7,2597,11.5,894,18.5,54.1,2900.0,9.7,2900.0,11.5,2748.0,12.1,981.0,20.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
669,08/02/2021,29149,31,Oregon County,MO,20.8,2191,2191,24.4,2157,26.4,1021,40.9,90.8,2800.0,26.6,2800.0,31.1,2732.0,33.4,1179.0,47.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
670,08/02/2021,18023,31,Clinton County,IN,37.8,12245,12245,45.5,11818,49.3,4382,80.6,98.6,13210.0,40.8,13208.0,49.1,12630.0,52.7,4512.0,82.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
671,08/02/2021,45037,31,Edgefield County,SC,42.9,11700,11693,48.0,11408,50.9,3929,74.1,93.6,13316.0,48.8,13304.0,54.7,12864.0,57.4,4279.0,80.7,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
672,08/02/2021,72083,31,Las Marias Municipio,PR,66.4,5263,5262,74.4,4898,75.3,1493,99.9,96.0,5848.0,73.8,5841.0,82.6,5396.0,83.0,1566.0,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
673,08/02/2021,31021,31,Burt County,NE,46.6,3013,3013,54.4,2897,57.9,1246,79.2,88.7,,0.0,,0.0,,0.0,,0.0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
674,08/02/2021,28023,31,Clarke County,MS,36.1,5610,5610,42.0,5552,45.8,2377,73.4,98.3,6440.0,41.4,6440.0,48.2,6317.0,52.1,2588.0,79.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
675,08/02/2021,28121,31,Rankin County,MS,36.4,56489,56479,42.6,54968,45.9,17770,73.0,98.3,64603.0,41.6,64591.0,48.7,62061.0,51.8,19198.0,78.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
676,08/02/2021,38045,31,LaMoure County,ND,39.5,1599,1599,45.9,1563,49.3,749,67.3,95.1,1774.0,43.8,1770.0,50.8,1714.0,54.0,805.0,72.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
677,08/02/2021,18085,31,Kosciusko County,IN,32.9,26179,26179,39.0,25437,41.9,9432,68.7,98.6,28143.0,35.4,28142.0,42.0,27173.0,44.8,9850.0,71.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
678,08/02/2021,53035,31,Kitsap County,WA,52.4,142215,142212,60.6,134089,61.9,42930,86.1,96.2,162382.0,59.8,162372.0,69.2,153033.0,70.7,44864.0,90.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
679,08/02/2021,39081,31,Jefferson County,OH,39.5,25798,25798,45.0,25119,47.6,10720,74.3,97.6,26163.0,40.1,26161.0,45.7,25334.0,48.0,10808.0,75.0,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
680,08/02/2021,47133,31,Overton County,TN,26.4,5867,5867,30.5,5797,33.1,2765,60.2,97.8,6532.0,29.4,6532.0,33.9,6410.0,36.6,2929.0,63.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
681,08/02/2021,55041,31,Forest County,WI,47.1,4242,4242,54.2,4150,57.4,1783,85.8,97.0,4504.0,50.0,4504.0,57.6,4375.0,60.5,1838.0,88.5,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
682,08/02/2021,72045,31,Comerio Municipio,PR,45.8,8547,8547,51.4,7857,51.3,1476,46.6,96.0,11638.0,62.4,11633.0,69.9,10701.0,69.9,2673.0,84.3,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,Low-Mod VC/High SVI
683,08/02/2021,29135,31,Moniteau County,MO,26.0,4191,4191,30.9,4071,33.3,1693,64.9,90.8,4944.0,30.6,4944.0,36.5,4746.0,38.8,1815.0,69.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
684,08/02/2021,19131,31,Mitchell County,IA,40.1,4246,4246,47.3,4142,51.3,1750,77.3,97.4,4451.0,42.0,4451.0,49.6,4319.0,53.5,1800.0,79.5,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
685,08/02/2021,48427,31,Starr County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,,,,
686,08/02/2021,46091,31,Marshall County,SD,40.5,2001,2001,48.7,1955,52.1,768,73.4,83.4,,0.0,,0.0,,0.0,,0.0,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
687,08/02/2021,27041,31,Douglas County,MN,45.9,17524,17505,53.4,16925,56.5,7499,84.0,94.5,19041.0,49.9,19012.0,58.0,18322.0,61.2,7993.0,89.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
688,08/02/2021,27069,31,Kittson County,MN,45.1,1937,1935,52.7,1862,55.6,809,75.7,94.5,2106.0,49.0,2103.0,57.3,2015.0,60.1,873.0,81.7,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
689,08/02/2021,19065,31,Fayette County,IA,44.6,8759,8759,51.6,8549,55.1,3620,85.7,97.4,9340.0,47.5,9340.0,55.1,9058.0,58.4,3792.0,89.8,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
690,08/02/2021,20055,31,Finney County,KS,28.6,10446,10446,35.9,9985,39.2,2307,55.7,93.4,14410.0,39.5,14408.0,49.6,13440.0,52.8,3227.0,77.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
691,08/02/2021,53009,31,Clallam County,WA,56.8,43901,43900,63.9,42482,66.0,19340,82.1,96.2,47262.0,61.1,47257.0,68.7,45664.0,70.9,20648.0,87.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
692,08/02/2021,21061,31,Edmonson County,KY,29.5,3588,3588,33.3,3486,34.9,1357,52.2,93.4,3904.0,32.1,3903.0,36.3,3760.0,37.6,1438.0,55.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
693,08/02/2021,20127,31,Morris County,KS,44.1,2479,2479,51.3,2372,53.3,1027,74.8,93.4,2740.0,48.8,2740.0,56.6,2603.0,58.5,1092.0,79.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
694,08/02/2021,37155,31,Robeson County,NC,25.9,33810,33801,31.0,32891,33.4,12924,62.8,96.3,41737.0,32.0,41710.0,38.2,40174.0,40.8,14256.0,69.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
695,08/02/2021,37157,31,Rockingham County,NC,36.3,33009,32989,41.6,32091,44.1,13121,69.1,96.3,38275.0,42.1,38240.0,48.3,36987.0,50.9,14181.0,74.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
696,08/02/2021,08053,31,Hinsdale County,CO,30.2,248,248,33.7,236,33.9,68,26.4,76.6,250.0,30.5,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low VC/Low SVI
697,08/02/2021,51730,31,Petersburg city,VA,2.1,648,648,2.5,643,2.6,76,1.4,51.2,719.0,2.3,718.0,2.7,711.0,2.9,92.0,1.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
698,08/02/2021,21117,31,Kenton County,KY,50.5,84417,84413,60.0,80573,63.2,21855,88.0,93.4,94608.0,56.7,94599.0,67.2,89451.0,70.1,23222.0,93.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
699,08/02/2021,05143,31,Washington County,AR,37.3,89200,89036,44.3,83698,46.1,20205,69.9,89.3,111871.0,46.8,111566.0,55.6,103450.0,57.0,23397.0,80.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
700,08/02/2021,30077,31,Powell County,MT,35.5,2444,2444,39.2,2420,41.1,1006,68.7,95.5,2632.0,38.2,2632.0,42.2,2597.0,44.1,1087.0,74.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
701,08/02/2021,16087,31,Washington County,ID,30.5,3110,3110,35.5,3110,39.4,1664,63.0,97.7,3434.0,33.7,3434.0,39.2,3434.0,43.5,1785.0,67.5,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
702,08/02/2021,55085,31,Oneida County,WI,54.8,19520,19520,61.7,19077,64.6,8734,92.0,97.0,20521.0,57.7,20519.0,64.9,19914.0,67.4,8979.0,94.5,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
703,08/02/2021,13085,31,Dawson County,GA,7.3,1898,1898,8.3,1806,8.7,492,9.3,54.1,1984.0,7.6,1984.0,8.7,1856.0,8.9,671.0,12.7,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
704,08/02/2021,08047,31,Gilpin County,CO,40.5,2530,2528,44.2,2393,44.9,516,46.4,76.6,2576.0,41.3,,0.0,,0.0,,0.0,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Low-Mod VC/Low SVI
705,08/02/2021,12105,31,Polk County,FL,39.6,286844,286798,46.2,276961,49.0,109172,73.7,98.6,340791.0,47.0,340558.0,54.8,326196.0,57.7,125552.0,84.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
706,08/02/2021,26033,31,Chippewa County,MI,59.1,22091,22089,66.9,21076,68.6,6373,91.0,93.9,23526.0,63.0,23522.0,71.2,22601.0,73.6,6622.0,94.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
707,08/02/2021,42115,31,Susquehanna County,PA,38.1,15385,15385,43.2,14828,45.1,6162,62.9,93.7,17062.0,42.3,17061.0,47.9,16383.0,49.8,6711.0,68.5,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
708,08/02/2021,05105,31,Perry County,AR,36.0,3764,3761,42.2,3655,45.1,1515,70.7,89.3,4704.0,45.0,4698.0,52.7,4475.0,55.3,1658.0,77.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
709,08/02/2021,26041,31,Delta County,MI,51.5,18442,18441,58.9,18016,62.5,8171,91.9,93.9,19199.0,53.7,19198.0,61.3,18901.0,65.6,8496.0,95.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
710,08/02/2021,29221,31,Washington County,MO,22.9,5662,5662,26.8,5564,29.1,1985,46.6,90.8,6880.0,27.8,6880.0,32.5,6681.0,34.9,2304.0,54.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
711,08/02/2021,21101,31,Henderson County,KY,37.2,16828,16827,43.7,16332,46.8,6154,74.5,93.4,18939.0,41.9,18938.0,49.2,18200.0,52.1,6566.0,79.5,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
712,08/02/2021,22073,31,Ouachita Parish,LA,31.1,47728,47728,37.2,46586,40.3,17014,72.4,96.0,55355.0,36.1,55354.0,43.2,53213.0,46.0,18015.0,76.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
713,08/02/2021,49021,31,Iron County,UT,31.0,17024,17021,38.1,16461,41.9,5349,75.7,97.1,19721.0,36.0,19716.0,44.1,18831.0,48.0,5737.0,81.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
714,08/02/2021,12103,31,Pinellas County,FL,50.7,494663,494640,56.6,481225,58.7,191626,77.4,98.6,560483.0,57.5,560140.0,64.1,542120.0,66.1,212014.0,85.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
