,date,geoid,county,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
2428,2021-08-05,USA-19037,19037,Iowa,0,1.57,13.17,0,0.0,0.0
2429,2021-08-05,USA-19035,19035,Iowa,0,1.57,13.99,0,0.0,0.0
2430,2021-08-05,USA-19033,19033,Iowa,0,6.57,15.48,0,0.0,0.0
2431,2021-08-05,USA-19031,19031,Iowa,0,1.57,8.44,0,0.0,0.0
2432,2021-08-05,USA-19029,19029,Iowa,0,1.0,7.79,0,0.0,0.0
2433,2021-08-05,USA-19027,19027,Iowa,0,2.43,12.04,0,0.0,0.0
2434,2021-08-05,USA-19025,19025,Iowa,0,1.86,19.21,0,0.0,0.0
2435,2021-08-05,USA-19023,19023,Iowa,0,4.0,27.7,0,0.0,0.0
2436,2021-08-05,USA-19021,19021,Iowa,0,3.14,16.02,0,0.0,0.0
2437,2021-08-05,USA-19019,19019,Iowa,0,3.0,14.17,0,0.0,0.0
2438,2021-08-05,USA-19017,19017,Iowa,0,3.29,13.11,0,0.0,0.0
2439,2021-08-05,USA-19015,19015,Iowa,0,5.29,20.15,0,0.0,0.0
2440,2021-08-05,USA-19013,19013,Iowa,0,37.71,28.74,0,0.0,0.0
2441,2021-08-05,USA-19011,19011,Iowa,0,2.71,10.58,0,0.0,0.0
2442,2021-08-05,USA-19009,19009,Iowa,0,0.57,10.4,0,0.14,2.6
2443,2021-08-05,USA-19007,19007,Iowa,0,1.57,12.65,0,0.0,0.0
2444,2021-08-05,USA-19005,19005,Iowa,0,1.43,10.44,0,0.0,0.0
2445,2021-08-05,USA-19003,19003,Iowa,0,1.29,35.69,0,0.0,0.0
2446,2021-08-05,USA-19001,19001,Iowa,0,0.86,11.98,0,0.0,0.0
2447,2021-08-05,USA-18183,18183,Indiana,8,7.71,22.71,0,0.0,0.0
2448,2021-08-05,USA-18181,18181,Indiana,12,4.43,18.37,0,0.0,0.0
2449,2021-08-05,USA-18179,18179,Indiana,7,4.0,14.14,0,0.0,0.0
2450,2021-08-05,USA-18177,18177,Indiana,8,6.43,9.76,0,0.0,0.0
2451,2021-08-05,USA-18175,18175,Indiana,4,4.57,16.31,0,0.14,0.51
2452,2021-08-05,USA-18173,18173,Indiana,32,27.86,44.22,0,0.0,0.0
2453,2021-08-05,USA-18171,18171,Indiana,2,1.86,22.47,0,0.0,0.0
2454,2021-08-05,USA-18169,18169,Indiana,7,5.71,18.44,0,0.0,0.0
2455,2021-08-05,USA-18167,18167,Indiana,48,19.71,18.42,0,0.0,0.0
2456,2021-08-05,USA-18165,18165,Indiana,10,4.86,31.34,0,0.0,0.0
2457,2021-08-05,USA-18163,18163,Indiana,85,75.71,41.73,0,0.0,0.0
2458,2021-08-05,USA-18161,18161,Indiana,6,1.29,18.23,0,0.0,0.0
2459,2021-08-05,USA-18159,18159,Indiana,9,3.14,20.75,0,0.0,0.0
2460,2021-08-05,USA-18157,18157,Indiana,46,40.14,20.51,0,0.14,0.07
2461,2021-08-05,USA-18155,18155,Indiana,3,3.14,29.23,0,0.0,0.0
2462,2021-08-05,USA-18153,18153,Indiana,14,6.29,30.41,0,0.0,0.0
2463,2021-08-05,USA-18151,18151,Indiana,11,7.57,21.89,0,0.14,0.41
2464,2021-08-05,USA-18149,18149,Indiana,9,4.43,19.26,0,0.0,0.0
2465,2021-08-05,USA-18141,18141,Indiana,51,31.57,11.61,1,0.14,0.05
2466,2021-08-05,USA-18147,18147,Indiana,5,3.86,19.02,0,0.0,0.0
2467,2021-08-05,USA-18145,18145,Indiana,11,11.57,25.87,0,0.0,0.0
2468,2021-08-05,USA-18143,18143,Indiana,19,10.29,43.09,0,0.0,0.0
2469,2021-08-05,USA-18139,18139,Indiana,1,1.57,9.48,0,0.0,0.0
2470,2021-08-05,USA-18137,18137,Indiana,2,4.86,17.15,0,0.0,0.0
2471,2021-08-05,USA-18135,18135,Indiana,6,2.0,8.11,0,0.14,0.58
2472,2021-08-05,USA-18133,18133,Indiana,24,9.43,25.09,1,0.14,0.38
2473,2021-08-05,USA-18131,18131,Indiana,5,2.57,20.82,1,0.14,1.16
2474,2021-08-05,USA-18129,18129,Indiana,12,11.0,43.26,0,0.0,0.0
2475,2021-08-05,USA-18127,18127,Indiana,17,19.43,11.4,0,0.0,0.0
2476,2021-08-05,USA-18125,18125,Indiana,5,2.5,20.18,0,0.0,0.0
2477,2021-08-05,USA-18123,18123,Indiana,7,7.14,37.26,0,0.0,0.0
2478,2021-08-05,USA-18121,18121,Indiana,10,5.71,33.74,0,0.0,0.0
2479,2021-08-05,USA-18119,18119,Indiana,7,6.0,28.85,0,0.0,0.0
2480,2021-08-05,USA-18117,18117,Indiana,9,5.0,25.45,0,0.0,0.0
2481,2021-08-05,USA-18115,18115,Indiana,0,1.0,17.02,0,0.0,0.0
2482,2021-08-05,USA-18113,18113,Indiana,5,9.71,20.35,0,0.14,0.3
2483,2021-08-05,USA-18111,18111,Indiana,2,1.43,10.22,0,0.14,1.02
2484,2021-08-05,USA-18109,18109,Indiana,25,13.57,19.25,0,0.0,0.0
2485,2021-08-05,USA-18107,18107,Indiana,13,9.29,24.22,0,0.0,0.0
2486,2021-08-05,USA-18105,18105,Indiana,23,20.29,13.67,0,0.29,0.19
2487,2021-08-05,USA-18103,18103,Indiana,22,11.57,32.58,0,0.0,0.0
2488,2021-08-05,USA-18101,18101,Indiana,3,1.17,11.38,0,0.0,0.0
2489,2021-08-05,USA-18099,18099,Indiana,11,5.86,12.66,0,0.0,0.0
2490,2021-08-05,USA-18097,18097,Indiana,247,193.14,20.02,1,1.71,0.18
2491,2021-08-05,USA-18095,18095,Indiana,58,31.29,24.15,0,0.43,0.33
2492,2021-08-05,USA-18093,18093,Indiana,22,17.43,38.41,0,0.29,0.63
2493,2021-08-05,USA-18091,18091,Indiana,23,13.29,12.09,0,0.0,0.0
2494,2021-08-05,USA-18089,18089,Indiana,62,48.86,10.06,0,0.17,0.03
2495,2021-08-05,USA-18087,18087,Indiana,1,1.57,3.97,0,0.14,0.36
2496,2021-08-05,USA-18085,18085,Indiana,6,8.86,11.15,0,0.0,0.0
2497,2021-08-05,USA-18083,18083,Indiana,22,14.43,39.43,0,0.0,0.0
2498,2021-08-05,USA-18081,18081,Indiana,69,36.57,23.12,0,0.14,0.09
2499,2021-08-05,USA-18079,18079,Indiana,12,9.0,32.45,0,0.0,0.0
2500,2021-08-05,USA-18077,18077,Indiana,15,15.29,47.31,0,0.0,0.0
2501,2021-08-05,USA-18075,18075,Indiana,4,2.0,9.79,0,0.0,0.0
2502,2021-08-05,USA-18073,18073,Indiana,5,4.29,12.77,0,0.29,0.85
2503,2021-08-05,USA-18071,18071,Indiana,12,7.43,16.79,0,0.0,0.0
2504,2021-08-05,USA-18069,18069,Indiana,25,21.0,57.5,0,0.0,0.0
2505,2021-08-05,USA-18067,18067,Indiana,35,26.43,32.02,0,0.0,0.0
2506,2021-08-05,USA-18065,18065,Indiana,20,9.43,19.65,0,0.0,0.0
2507,2021-08-05,USA-18063,18063,Indiana,36,32.43,19.04,0,0.0,0.0
2508,2021-08-05,USA-18061,18061,Indiana,6,6.14,15.16,0,0.0,0.0
2509,2021-08-05,USA-18059,18059,Indiana,18,19.43,24.85,0,0.14,0.18
2510,2021-08-05,USA-18057,18057,Indiana,80,54.57,16.14,1,0.29,0.08
2511,2021-08-05,USA-18055,18055,Indiana,11,7.14,22.38,0,0.0,0.0
2512,2021-08-05,USA-18053,18053,Indiana,20,15.71,23.89,0,0.0,0.0
2513,2021-08-05,USA-18051,18051,Indiana,5,14.29,42.44,0,0.14,0.42
2514,2021-08-05,USA-18049,18049,Indiana,5,3.57,17.88,0,0.14,0.72
2515,2021-08-05,USA-18047,18047,Indiana,6,3.14,13.81,0,0.0,0.0
2516,2021-08-05,USA-18045,18045,Indiana,11,5.57,34.08,0,0.0,0.0
2517,2021-08-05,USA-18043,18043,Indiana,23,17.29,22.01,0,0.14,0.18
2518,2021-08-05,USA-18041,18041,Indiana,2,1.57,6.8,0,0.0,0.0
2519,2021-08-05,USA-18039,18039,Indiana,36,21.71,10.52,0,0.14,0.07
2520,2021-08-05,USA-18037,18037,Indiana,19,10.57,24.74,0,0.0,0.0
2521,2021-08-05,USA-18035,18035,Indiana,24,13.43,11.77,0,0.0,0.0
2522,2021-08-05,USA-18033,18033,Indiana,9,10.0,23.0,1,0.14,0.33
2523,2021-08-05,USA-18031,18031,Indiana,8,3.29,12.37,0,0.0,0.0
2524,2021-08-05,USA-18029,18029,Indiana,11,7.71,15.6,0,0.0,0.0
2525,2021-08-05,USA-18027,18027,Indiana,7,4.57,13.71,0,0.14,0.43
2526,2021-08-05,USA-18025,18025,Indiana,2,1.14,10.81,0,0.14,1.35
2527,2021-08-05,USA-18023,18023,Indiana,9,11.14,34.39,0,0.14,0.44
2528,2021-08-05,USA-18021,18021,Indiana,29,8.43,32.14,0,0.0,0.0
2529,2021-08-05,USA-18019,18019,Indiana,58,36.0,30.43,0,0.14,0.12
2530,2021-08-05,USA-18017,18017,Indiana,15,7.14,18.95,0,0.0,0.0
2531,2021-08-05,USA-18015,18015,Indiana,4,4.14,20.45,0,0.14,0.71
2532,2021-08-05,USA-18013,18013,Indiana,5,1.14,7.57,0,0.0,0.0
2533,2021-08-05,USA-18011,18011,Indiana,29,17.86,26.32,0,0.0,0.0
2534,2021-08-05,USA-18009,18009,Indiana,2,1.57,13.36,0,0.0,0.0
2535,2021-08-05,USA-18007,18007,Indiana,4,3.5,40.01,0,0.0,0.0
2536,2021-08-05,USA-18005,18005,Indiana,28,14.71,17.56,0,0.0,0.0
2537,2021-08-05,USA-18003,18003,Indiana,118,85.43,22.52,0,0.14,0.04
2538,2021-08-05,USA-18001,18001,Indiana,5,9.14,25.56,0,0.0,0.0
2539,2021-08-05,USA-17999,17999,Illinois,0,0.0,,0,1.33,
2540,2021-08-05,USA-17203,17203,Illinois,2,4.0,10.4,0,0.0,0.0
2541,2021-08-05,USA-17201,17201,Illinois,58,55.14,19.51,0,0.14,0.05
2542,2021-08-05,USA-17199,17199,Illinois,72,53.43,80.23,0,0.0,0.0
2543,2021-08-05,USA-17197,17197,Illinois,156,129.86,18.8,1,0.29,0.04
2544,2021-08-05,USA-17195,17195,Illinois,3,6.29,11.39,0,0.0,0.0
2545,2021-08-05,USA-17193,17193,Illinois,8,9.14,67.54,0,0.0,0.0
2546,2021-08-05,USA-17191,17191,Illinois,8,9.71,59.91,0,0.0,0.0
2547,2021-08-05,USA-17189,17189,Illinois,4,5.14,37.03,0,0.0,0.0
2548,2021-08-05,USA-17187,17187,Illinois,5,2.86,16.96,0,0.0,0.0
2549,2021-08-05,USA-17185,17185,Illinois,4,5.71,49.6,0,0.0,0.0
2550,2021-08-05,USA-17183,17183,Illinois,32,24.86,32.81,0,0.0,0.0
2551,2021-08-05,USA-17181,17181,Illinois,10,11.57,69.49,0,0.0,0.0
2552,2021-08-05,USA-17179,17179,Illinois,44,24.14,18.32,0,0.14,0.11
2553,2021-08-05,USA-17177,17177,Illinois,6,5.57,12.52,0,0.0,0.0
2554,2021-08-05,USA-17175,17175,Illinois,3,1.0,18.72,0,0.14,2.67
2555,2021-08-05,USA-17163,17163,Illinois,141,128.0,49.29,2,0.57,0.22
2556,2021-08-05,USA-17173,17173,Illinois,9,4.43,20.47,0,0.0,0.0
2557,2021-08-05,USA-17171,17171,Illinois,6,5.0,100.99,1,0.14,2.89
2558,2021-08-05,USA-17169,17169,Illinois,5,3.71,54.88,0,0.0,0.0
2559,2021-08-05,USA-17167,17167,Illinois,87,68.29,35.08,0,0.43,0.22
2560,2021-08-05,USA-17165,17165,Illinois,19,9.86,41.96,0,0.0,0.0
2561,2021-08-05,USA-17161,17161,Illinois,30,16.71,11.78,0,0.0,0.0
2562,2021-08-05,USA-17159,17159,Illinois,8,6.86,44.2,1,0.43,2.76
2563,2021-08-05,USA-17157,17157,Illinois,9,11.14,35.06,0,0.0,0.0
2564,2021-08-05,USA-17155,17155,Illinois,1,0.5,8.71,0,0.0,0.0
2565,2021-08-05,USA-17153,17153,Illinois,3,2.0,37.49,0,0.14,2.68
2566,2021-08-05,USA-17151,17151,Illinois,5,2.43,58.14,0,0.0,0.0
2567,2021-08-05,USA-17149,17149,Illinois,9,7.71,49.57,0,0.0,0.0
2568,2021-08-05,USA-17147,17147,Illinois,5,2.71,16.61,0,0.0,0.0
2569,2021-08-05,USA-17145,17145,Illinois,17,11.14,53.27,0,0.0,0.0
2570,2021-08-05,USA-17143,17143,Illinois,44,19.57,10.92,0,0.14,0.08
2571,2021-08-05,USA-17141,17141,Illinois,9,6.29,12.41,0,0.0,0.0
2572,2021-08-05,USA-17139,17139,Illinois,6,2.29,15.76,0,0.14,0.99
2573,2021-08-05,USA-17137,17137,Illinois,0,10.14,30.14,0,0.14,0.42
2574,2021-08-05,USA-17135,17135,Illinois,19,9.57,33.69,0,0.0,0.0
2575,2021-08-05,USA-17133,17133,Illinois,15,8.71,25.16,0,0.14,0.41
2576,2021-08-05,USA-17131,17131,Illinois,2,1.14,7.4,0,0.0,0.0
2577,2021-08-05,USA-17129,17129,Illinois,3,3.57,29.28,0,0.0,0.0
2578,2021-08-05,USA-17113,17113,Illinois,38,30.86,17.99,0,0.0,0.0
2579,2021-08-05,USA-17111,17111,Illinois,44,44.0,14.3,0,0.0,0.0
2580,2021-08-05,USA-17109,17109,Illinois,2,8.14,27.43,0,0.0,0.0
2581,2021-08-05,USA-17127,17127,Illinois,1,5.0,36.31,0,0.0,0.0
2582,2021-08-05,USA-17125,17125,Illinois,2,4.71,35.29,0,0.0,0.0
2583,2021-08-05,USA-17123,17123,Illinois,5,3.43,29.98,0,0.0,0.0
2584,2021-08-05,USA-17121,17121,Illinois,28,24.71,66.43,1,0.29,0.77
2585,2021-08-05,USA-17119,17119,Illinois,119,96.71,36.78,1,0.57,0.22
2586,2021-08-05,USA-17117,17117,Illinois,18,15.43,34.34,0,0.0,0.0
2587,2021-08-05,USA-17115,17115,Illinois,34,20.71,19.92,0,0.0,0.0
2588,2021-08-05,USA-17107,17107,Illinois,16,13.29,46.42,0,0.0,0.0
2589,2021-08-05,USA-17105,17105,Illinois,4,6.43,18.03,0,0.14,0.4
2590,2021-08-05,USA-17103,17103,Illinois,3,2.0,5.87,0,0.0,0.0
2591,2021-08-05,USA-17101,17101,Illinois,3,4.0,25.51,0,0.0,0.0
2592,2021-08-05,USA-17099,17099,Illinois,17,13.0,11.96,1,0.29,0.26
2593,2021-08-05,USA-17097,17097,Illinois,110,94.86,13.62,0,0.0,0.0
2594,2021-08-05,USA-17095,17095,Illinois,15,7.86,15.81,0,0.0,0.0
2595,2021-08-05,USA-17093,17093,Illinois,137,19.57,15.17,1,0.14,0.11
2596,2021-08-05,USA-17091,17091,Illinois,15,11.57,10.53,0,0.0,0.0
2597,2021-08-05,USA-17089,17089,Illinois,97,64.86,12.18,0,0.14,0.03
2598,2021-08-05,USA-17087,17087,Illinois,10,7.71,62.13,0,0.0,0.0
2599,2021-08-05,USA-17085,17085,Illinois,1,1.43,6.73,0,0.0,0.0
2600,2021-08-05,USA-17083,17083,Illinois,14,9.86,45.27,0,0.0,0.0
2601,2021-08-05,USA-17081,17081,Illinois,23,15.14,40.18,0,0.14,0.38
2602,2021-08-05,USA-17079,17079,Illinois,5,1.29,13.38,0,0.0,0.0
2603,2021-08-05,USA-17077,17077,Illinois,38,29.0,51.1,0,0.0,0.0
2604,2021-08-05,USA-17075,17075,Illinois,17,7.86,28.98,0,0.0,0.0
2605,2021-08-05,USA-17073,17073,Illinois,5,3.29,6.72,0,0.0,0.0
2606,2021-08-05,USA-17071,17071,Illinois,0,0.0,0.0,0,0.0,0.0
2607,2021-08-05,USA-17069,17069,Illinois,0,2.57,67.3,0,0.0,0.0
2608,2021-08-05,USA-17067,17067,Illinois,10,9.71,54.86,0,0.0,0.0
2609,2021-08-05,USA-17065,17065,Illinois,8,5.57,68.65,0,0.0,0.0
2610,2021-08-05,USA-17063,17063,Illinois,16,10.14,19.87,0,0.0,0.0
2611,2021-08-05,USA-17061,17061,Illinois,2,6.0,46.26,0,0.0,0.0
2612,2021-08-05,USA-17059,17059,Illinois,0,1.43,29.59,0,0.0,0.0
2613,2021-08-05,USA-17057,17057,Illinois,14,8.0,23.3,0,0.0,0.0
2614,2021-08-05,USA-17055,17055,Illinois,37,24.86,64.62,0,0.0,0.0
2615,2021-08-05,USA-17053,17053,Illinois,8,3.71,28.66,0,0.0,0.0
2616,2021-08-05,USA-17051,17051,Illinois,6,3.57,16.74,0,0.0,0.0
2617,2021-08-05,USA-17049,17049,Illinois,6,4.14,12.18,0,0.0,0.0
2618,2021-08-05,USA-17047,17047,Illinois,4,3.86,60.31,0,0.0,0.0
2619,2021-08-05,USA-17045,17045,Illinois,3,3.14,18.31,0,0.0,0.0
2620,2021-08-05,USA-17043,17043,Illinois,224,132.86,14.4,1,0.14,0.02
2621,2021-08-05,USA-17041,17041,Illinois,5,4.86,24.95,0,0.0,0.0
2622,2021-08-05,USA-17037,17037,Illinois,16,11.57,11.03,0,0.14,0.14
2623,2021-08-05,USA-17039,17039,Illinois,2,2.0,12.79,0,0.0,0.0
2624,2021-08-05,USA-17035,17035,Illinois,1,1.71,15.92,0,0.14,1.33
2625,2021-08-05,USA-17033,17033,Illinois,11,10.57,56.63,0,0.0,0.0
2626,2021-08-05,USA-17031,17031,Illinois,887,631.43,12.26,4,3.0,0.06
2627,2021-08-05,USA-17029,17029,Illinois,13,11.43,22.58,0,0.0,0.0
2628,2021-08-05,USA-17027,17027,Illinois,20,13.29,35.37,0,0.0,0.0
2629,2021-08-05,USA-17025,17025,Illinois,14,9.71,73.68,0,0.0,0.0
2630,2021-08-05,USA-17023,17023,Illinois,10,5.0,32.38,0,0.0,0.0
2631,2021-08-05,USA-17021,17021,Illinois,20,16.14,49.97,0,0.14,0.44
2632,2021-08-05,USA-17019,17019,Illinois,78,50.57,24.12,0,0.0,0.0
2633,2021-08-05,USA-17017,17017,Illinois,1,3.86,31.75,0,0.0,0.0
2634,2021-08-05,USA-17015,17015,Illinois,3,2.29,15.98,0,0.0,0.0
2635,2021-08-05,USA-17013,17013,Illinois,2,1.14,24.12,0,0.0,0.0
2636,2021-08-05,USA-17011,17011,Illinois,2,3.0,9.19,0,0.0,0.0
2637,2021-08-05,USA-17009,17009,Illinois,6,1.57,23.89,0,0.0,0.0
2638,2021-08-05,USA-17007,17007,Illinois,13,8.14,15.21,0,0.0,0.0
2639,2021-08-05,USA-17005,17005,Illinois,2,2.43,14.78,0,0.0,0.0
2640,2021-08-05,USA-17003,17003,Illinois,4,3.0,52.07,0,0.0,0.0
2641,2021-08-05,USA-17001,17001,Illinois,56,55.43,84.71,0,0.29,0.44
2642,2021-08-05,USA-16087,16087,Idaho,1,0.14,1.4,0,0.14,1.4
2643,2021-08-05,USA-16085,16085,Idaho,4,3.0,26.33,0,0.0,0.0
2644,2021-08-05,USA-16083,16083,Idaho,45,39.14,45.05,0,0.0,0.0
2645,2021-08-05,USA-16081,16081,Idaho,6,2.57,21.18,0,0.0,0.0
2646,2021-08-05,USA-16079,16079,Idaho,11,6.71,52.12,2,0.57,4.44
2647,2021-08-05,USA-16077,16077,Idaho,0,0.71,9.3,0,0.0,0.0
2648,2021-08-05,USA-16075,16075,Idaho,15,6.0,25.05,0,0.14,0.6
2649,2021-08-05,USA-16073,16073,Idaho,3,1.29,10.87,0,0.0,0.0
2650,2021-08-05,USA-16071,16071,Idaho,0,0.86,18.92,0,0.0,0.0
2651,2021-08-05,USA-16069,16069,Idaho,25,23.29,57.63,0,0.0,0.0
2652,2021-08-05,USA-16067,16067,Idaho,4,2.43,11.54,0,0.0,0.0
2653,2021-08-05,USA-16065,16065,Idaho,11,9.14,22.91,0,0.0,0.0
2654,2021-08-05,USA-16063,16063,Idaho,0,0.43,7.99,0,0.0,0.0
2655,2021-08-05,USA-16061,16061,Idaho,1,1.14,29.78,0,0.0,0.0
2656,2021-08-05,USA-16059,16059,Idaho,3,1.0,12.46,0,0.0,0.0
2657,2021-08-05,USA-16057,16057,Idaho,2,4.57,11.4,0,0.14,0.36
2658,2021-08-05,USA-16055,16055,Idaho,88,74.71,45.09,0,0.14,0.09
2659,2021-08-05,USA-16053,16053,Idaho,18,6.86,28.09,0,0.0,0.0
2660,2021-08-05,USA-16051,16051,Idaho,7,5.43,18.17,0,0.0,0.0
2661,2021-08-05,USA-16049,16049,Idaho,4,3.43,20.57,0,0.0,0.0
2662,2021-08-05,USA-16047,16047,Idaho,3,4.29,28.23,0,0.0,0.0
2663,2021-08-05,USA-16045,16045,Idaho,9,5.71,31.55,0,0.0,0.0
2664,2021-08-05,USA-16043,16043,Idaho,7,4.29,32.72,0,0.0,0.0
2665,2021-08-05,USA-16041,16041,Idaho,0,1.0,7.21,0,0.0,0.0
2666,2021-08-05,USA-16039,16039,Idaho,17,10.29,37.39,0,0.0,0.0
2667,2021-08-05,USA-16037,16037,Idaho,0,0.0,0.0,0,0.0,0.0
2668,2021-08-05,USA-16035,16035,Idaho,7,4.14,47.31,0,0.0,0.0
2669,2021-08-05,USA-16033,16033,Idaho,0,0.0,0.0,0,0.0,0.0
2670,2021-08-05,USA-16031,16031,Idaho,3,1.43,5.94,0,0.0,0.0
2671,2021-08-05,USA-16029,16029,Idaho,0,0.86,11.98,0,0.0,0.0
2672,2021-08-05,USA-16027,16027,Idaho,97,56.43,24.55,0,0.14,0.06
2673,2021-08-05,USA-16025,16025,Idaho,0,0.0,0.0,0,0.0,0.0
2674,2021-08-05,USA-16023,16023,Idaho,0,0.29,11.0,0,0.0,0.0
2675,2021-08-05,USA-16021,16021,Idaho,5,2.43,19.83,0,0.29,2.33
2676,2021-08-05,USA-16019,16019,Idaho,20,14.14,11.88,2,0.29,0.24
2677,2021-08-05,USA-16017,16017,Idaho,8,10.71,23.42,0,0.0,0.0
2678,2021-08-05,USA-16015,16015,Idaho,0,1.57,20.07,0,0.14,1.82
2679,2021-08-05,USA-16013,16013,Idaho,3,2.14,9.31,0,0.0,0.0
2680,2021-08-05,USA-16011,16011,Idaho,6,5.29,11.29,0,0.0,0.0
2681,2021-08-05,USA-16009,16009,Idaho,3,4.43,47.63,0,0.0,0.0
2682,2021-08-05,USA-16007,16007,Idaho,1,1.0,16.33,0,0.0,0.0
2683,2021-08-05,USA-16005,16005,Idaho,22,18.14,20.66,0,0.14,0.16
2684,2021-08-05,USA-16003,16003,Idaho,0,0.43,9.98,0,0.0,0.0
2685,2021-08-05,USA-16001,16001,Idaho,284,152.0,31.56,0,0.43,0.09
2686,2021-08-05,USA-15999,15999,Hawaii,0,0.0,,0,0.14,
2687,2021-08-05,USA-15009,15009,Hawaii,69,50.71,30.29,0,0.14,0.09
2688,2021-08-05,USA-15007,15007,Hawaii,7,7.86,10.87,0,0.0,0.0
2689,2021-08-05,USA-15005,15005,Hawaii,0,0.0,0.0,0,0.0,0.0
2690,2021-08-05,USA-15003,15003,Hawaii,428,298.71,30.65,0,0.29,0.03
2691,2021-08-05,USA-15001,15001,Hawaii,131,92.14,45.73,0,0.0,0.0
2692,2021-08-05,USA-13999,13999,Georgia,61,31.57,,0,0.0,
2693,2021-08-05,USA-13321,13321,Georgia,14,10.29,50.8,0,0.0,0.0
2694,2021-08-05,USA-13319,13319,Georgia,13,4.86,54.25,0,0.0,0.0
2695,2021-08-05,USA-13317,13317,Georgia,2,1.0,10.23,0,0.0,0.0
2696,2021-08-05,USA-13315,13315,Georgia,9,3.0,34.74,0,0.0,0.0
2697,2021-08-05,USA-13313,13313,Georgia,48,37.57,35.91,0,0.0,0.0
2698,2021-08-05,USA-13311,13311,Georgia,24,12.57,40.82,1,0.29,0.93
2699,2021-08-05,USA-13309,13309,Georgia,6,3.29,41.83,0,0.0,0.0
2700,2021-08-05,USA-13307,13307,Georgia,3,0.57,21.92,0,0.0,0.0
2701,2021-08-05,USA-13305,13305,Georgia,52,20.57,68.74,0,0.14,0.48
2702,2021-08-05,USA-13303,13303,Georgia,11,10.14,49.78,0,0.0,0.0
2703,2021-08-05,USA-13301,13301,Georgia,3,1.57,29.91,0,0.0,0.0
2704,2021-08-05,USA-13299,13299,Georgia,68,36.57,102.34,2,0.43,1.2
2705,2021-08-05,USA-13297,13297,Georgia,65,38.43,40.63,0,0.0,0.0
2706,2021-08-05,USA-13295,13295,Georgia,26,18.0,25.8,1,0.14,0.2
2707,2021-08-05,USA-13293,13293,Georgia,9,11.29,42.88,0,0.0,0.0
2708,2021-08-05,USA-13291,13291,Georgia,12,6.29,25.64,0,0.14,0.58
2709,2021-08-05,USA-13289,13289,Georgia,5,4.43,54.54,0,0.0,0.0
2710,2021-08-05,USA-13287,13287,Georgia,22,7.86,98.4,0,0.0,0.0
2711,2021-08-05,USA-13285,13285,Georgia,40,36.43,52.1,0,0.29,0.41
2712,2021-08-05,USA-13283,13283,Georgia,9,5.29,76.59,0,0.0,0.0
2713,2021-08-05,USA-13281,13281,Georgia,4,3.14,26.11,0,0.0,0.0
2714,2021-08-05,USA-13279,13279,Georgia,25,24.86,92.65,0,0.0,0.0
2715,2021-08-05,USA-13277,13277,Georgia,54,40.57,99.82,0,0.29,0.7
2716,2021-08-05,USA-13275,13275,Georgia,56,30.57,68.78,0,0.14,0.32
2717,2021-08-05,USA-13273,13273,Georgia,3,3.86,45.21,0,0.0,0.0
2718,2021-08-05,USA-13271,13271,Georgia,6,6.86,43.24,0,0.0,0.0
2719,2021-08-05,USA-13269,13269,Georgia,3,1.14,14.25,0,0.0,0.0
2720,2021-08-05,USA-13267,13267,Georgia,29,17.86,70.62,0,0.0,0.0
2721,2021-08-05,USA-13265,13265,Georgia,0,0.14,9.29,0,0.0,0.0
2722,2021-08-05,USA-13263,13263,Georgia,2,2.14,34.59,0,0.0,0.0
2723,2021-08-05,USA-13261,13261,Georgia,29,13.86,46.94,0,0.0,0.0
2724,2021-08-05,USA-13259,13259,Georgia,4,1.0,15.1,0,0.14,2.16
2725,2021-08-05,USA-13257,13257,Georgia,6,4.0,15.43,0,0.0,0.0
2726,2021-08-05,USA-13255,13255,Georgia,33,29.29,43.9,0,0.0,0.0
2727,2021-08-05,USA-13253,13253,Georgia,14,4.43,54.74,0,0.0,0.0
2728,2021-08-05,USA-13251,13251,Georgia,7,8.43,60.35,0,0.0,0.0
2729,2021-08-05,USA-13249,13249,Georgia,4,3.29,62.5,0,0.0,0.0
2730,2021-08-05,USA-13247,13247,Georgia,51,36.0,39.61,1,0.14,0.16
2731,2021-08-05,USA-13245,13245,Georgia,97,70.29,34.71,0,0.14,0.07
2732,2021-08-05,USA-13243,13243,Georgia,9,6.43,94.84,0,0.0,0.0
2733,2021-08-05,USA-13241,13241,Georgia,4,6.57,38.35,0,0.0,0.0
2734,2021-08-05,USA-13239,13239,Georgia,2,0.43,18.64,0,0.0,0.0
2735,2021-08-05,USA-13237,13237,Georgia,9,7.29,32.94,0,0.0,0.0
2736,2021-08-05,USA-13235,13235,Georgia,12,5.29,47.46,0,0.0,0.0
2737,2021-08-05,USA-13233,13233,Georgia,19,12.86,30.17,0,0.0,0.0
2738,2021-08-05,USA-13231,13231,Georgia,13,10.43,55.0,0,0.0,0.0
2739,2021-08-05,USA-13229,13229,Georgia,45,19.57,100.55,0,0.0,0.0
2740,2021-08-05,USA-13227,13227,Georgia,47,15.29,46.9,0,0.0,0.0
2741,2021-08-05,USA-13225,13225,Georgia,12,11.43,41.49,0,0.0,0.0
2742,2021-08-05,USA-13223,13223,Georgia,49,45.0,26.68,-1,0.17,0.1
2743,2021-08-05,USA-13221,13221,Georgia,8,4.0,26.21,0,0.14,0.94
2744,2021-08-05,USA-13219,13219,Georgia,18,10.14,25.18,0,0.14,0.35
